condition_id,task,distractor_type,noise_count,gold_count,menu_size,gold_fraction,gold_positions
scheduling-email-assistant|random|n2,scheduling-email-assistant,random,2,2,4,0.5,1;3
scheduling-email-assistant|hard|n2,scheduling-email-assistant,hard,2,2,4,0.5,2;3
scheduling-email-assistant|random|n5,scheduling-email-assistant,random,5,2,7,0.2857142857142857,1;4
scheduling-email-assistant|hard|n5,scheduling-email-assistant,hard,5,2,7,0.2857142857142857,2;4
scheduling-email-assistant|random|n10,scheduling-email-assistant,random,10,2,12,0.16666666666666666,3;8
scheduling-email-assistant|hard|n10,scheduling-email-assistant,hard,10,2,12,0.16666666666666666,3;8
scheduling-email-assistant|random|n20,scheduling-email-assistant,random,20,2,22,0.09090909090909091,7;15
scheduling-email-assistant|hard|n20,scheduling-email-assistant,hard,20,2,22,0.09090909090909091,8;16
sec-financial-report|shared|n0,sec-financial-report,shared,0,2,2,1.0,1;2
sec-financial-report|random|n2,sec-financial-report,random,2,2,4,0.5,1;3
sec-financial-report|hard|n2,sec-financial-report,hard,2,2,4,0.5,1;2
sec-financial-report|random|n5,sec-financial-report,random,5,2,7,0.2857142857142857,1;4
sec-financial-report|hard|n5,sec-financial-report,hard,5,2,7,0.2857142857142857,1;3
sec-financial-report|random|n10,sec-financial-report,random,10,2,12,0.16666666666666666,2;6
sec-financial-report|hard|n10,sec-financial-report,hard,10,2,12,0.16666666666666666,1;5
sec-financial-report|random|n20,sec-financial-report,random,20,2,22,0.09090909090909091,2;11
sec-financial-report|hard|n20,sec-financial-report,hard,20,2,22,0.09090909090909091,1;10
seismic-phase-picking|shared|n0,seismic-phase-picking,shared,0,4,4,1.0,1;2;3;4
seismic-phase-picking|random|n2,seismic-phase-picking,random,2,4,6,0.6666666666666666,1;2;3;5
seismic-phase-picking|hard|n2,seismic-phase-picking,hard,2,4,6,0.6666666666666666,1;4;5;6
seismic-phase-picking|random|n5,seismic-phase-picking,random,5,4,9,0.4444444444444444,1;2;3;5
seismic-phase-picking|hard|n5,seismic-phase-picking,hard,5,4,9,0.4444444444444444,2;5;7;8
seismic-phase-picking|random|n10,seismic-phase-picking,random,10,4,14,0.2857142857142857,1;3;6;9
seismic-phase-picking|hard|n10,seismic-phase-picking,hard,10,4,14,0.2857142857142857,3;6;9;10
seismic-phase-picking|random|n20,seismic-phase-picking,random,20,4,24,0.16666666666666666,2;7;14;18
seismic-phase-picking|hard|n20,seismic-phase-picking,hard,20,4,24,0.16666666666666666,6;13;17;19
setup-fuzzing-py|shared|n0,setup-fuzzing-py,shared,0,3,3,1.0,1;2;3
setup-fuzzing-py|random|n2,setup-fuzzing-py,random,2,3,5,0.6,1;3;5
setup-fuzzing-py|hard|n2,setup-fuzzing-py,hard,2,3,5,0.6,1;4;5
setup-fuzzing-py|random|n5,setup-fuzzing-py,random,5,3,8,0.375,1;5;7
setup-fuzzing-py|hard|n5,setup-fuzzing-py,hard,5,3,8,0.375,2;6;7
setup-fuzzing-py|random|n10,setup-fuzzing-py,random,10,3,13,0.23076923076923078,1;9;11
setup-fuzzing-py|hard|n10,setup-fuzzing-py,hard,10,3,13,0.23076923076923078,3;10;11
setup-fuzzing-py|random|n20,setup-fuzzing-py,random,20,3,23,0.13043478260869565,1;15;18
setup-fuzzing-py|hard|n20,setup-fuzzing-py,hard,20,3,23,0.13043478260869565,3;17;20
shock-analysis-demand|shared|n0,shock-analysis-demand,shared,0,1,1,1.0,1
shock-analysis-demand|random|n2,shock-analysis-demand,random,2,1,3,0.3333333333333333,3
shock-analysis-demand|hard|n2,shock-analysis-demand,hard,2,1,3,0.3333333333333333,2
shock-analysis-demand|random|n5,shock-analysis-demand,random,5,1,6,0.16666666666666666,6
shock-analysis-demand|hard|n5,shock-analysis-demand,hard,5,1,6,0.16666666666666666,5
shock-analysis-demand|random|n10,shock-analysis-demand,random,10,1,11,0.09090909090909091,9
shock-analysis-demand|hard|n10,shock-analysis-demand,hard,10,1,11,0.09090909090909091,10
shock-analysis-demand|random|n20,shock-analysis-demand,random,20,1,21,0.047619047619047616,18
shock-analysis-demand|hard|n20,shock-analysis-demand,hard,20,1,21,0.047619047619047616,19
shock-analysis-supply|shared|n0,shock-analysis-supply,shared,0,1,1,1.0,1
shock-analysis-supply|random|n2,shock-analysis-supply,random,2,1,3,0.3333333333333333,2
shock-analysis-supply|hard|n2,shock-analysis-supply,hard,2,1,3,0.3333333333333333,2
shock-analysis-supply|random|n5,shock-analysis-supply,random,5,1,6,0.16666666666666666,2
shock-analysis-supply|hard|n5,shock-analysis-supply,hard,5,1,6,0.16666666666666666,3
shock-analysis-supply|random|n10,shock-analysis-supply,random,10,1,11,0.09090909090909091,5
shock-analysis-supply|hard|n10,shock-analysis-supply,hard,10,1,11,0.09090909090909091,4
shock-analysis-supply|random|n20,shock-analysis-supply,random,20,1,21,0.047619047619047616,8
shock-analysis-supply|hard|n20,shock-analysis-supply,hard,20,1,21,0.047619047619047616,10
simpo-code-reproduction|shared|n0,simpo-code-reproduction,shared,0,2,2,1.0,1;2
simpo-code-reproduction|random|n2,simpo-code-reproduction,random,2,2,4,0.5,3;4
simpo-code-reproduction|hard|n2,simpo-code-reproduction,hard,2,2,4,0.5,1;3
simpo-code-reproduction|random|n5,simpo-code-reproduction,random,5,2,7,0.2857142857142857,6;7
simpo-code-reproduction|hard|n5,simpo-code-reproduction,hard,5,2,7,0.2857142857142857,1;4
simpo-code-reproduction|random|n10,simpo-code-reproduction,random,10,2,12,0.16666666666666666,8;9
simpo-code-reproduction|hard|n10,simpo-code-reproduction,hard,10,2,12,0.16666666666666666,2;6
simpo-code-reproduction|random|n20,simpo-code-reproduction,random,20,2,22,0.09090909090909091,15;16
simpo-code-reproduction|hard|n20,simpo-code-reproduction,hard,20,2,22,0.09090909090909091,6;10
software-dependency-audit|shared|n0,software-dependency-audit,shared,0,3,3,1.0,1;2;3
software-dependency-audit|random|n2,software-dependency-audit,random,2,3,5,0.6,2;3;4
software-dependency-audit|hard|n2,software-dependency-audit,hard,2,3,5,0.6,2;3;4
software-dependency-audit|random|n5,software-dependency-audit,random,5,3,8,0.375,2;3;5
software-dependency-audit|hard|n5,software-dependency-audit,hard,5,3,8,0.375,3;5;6
software-dependency-audit|random|n10,software-dependency-audit,random,10,3,13,0.23076923076923078,5;7;9
software-dependency-audit|hard|n10,software-dependency-audit,hard,10,3,13,0.23076923076923078,6;8;9
software-dependency-audit|random|n20,software-dependency-audit,random,20,3,23,0.13043478260869565,8;11;15
software-dependency-audit|hard|n20,software-dependency-audit,hard,20,3,23,0.13043478260869565,10;12;16
speaker-diarization-subtitles|shared|n0,speaker-diarization-subtitles,shared,0,4,4,1.0,1;2;3;4
speaker-diarization-subtitles|random|n2,speaker-diarization-subtitles,random,2,4,6,0.6666666666666666,1;2;5;6
speaker-diarization-subtitles|hard|n2,speaker-diarization-subtitles,hard,2,4,6,0.6666666666666666,1;2;4;5
speaker-diarization-subtitles|random|n5,speaker-diarization-subtitles,random,5,4,9,0.4444444444444444,2;3;7;9
speaker-diarization-subtitles|hard|n5,speaker-diarization-subtitles,hard,5,4,9,0.4444444444444444,2;3;6;7
speaker-diarization-subtitles|random|n10,speaker-diarization-subtitles,random,10,4,14,0.2857142857142857,2;3;10;13
speaker-diarization-subtitles|hard|n10,speaker-diarization-subtitles,hard,10,4,14,0.2857142857142857,2;3;9;11
speaker-diarization-subtitles|random|n20,speaker-diarization-subtitles,random,20,4,24,0.16666666666666666,3;5;17;22
speaker-diarization-subtitles|hard|n20,speaker-diarization-subtitles,hard,20,4,24,0.16666666666666666,2;3;14;20
spring-boot-jakarta-migration|shared|n0,spring-boot-jakarta-migration,shared,0,5,5,1.0,1;2;3;4;5
spring-boot-jakarta-migration|random|n2,spring-boot-jakarta-migration,random,2,5,7,0.7142857142857143,1;2;4;6;7
spring-boot-jakarta-migration|hard|n2,spring-boot-jakarta-migration,hard,2,5,7,0.7142857142857143,1;2;3;6;7
spring-boot-jakarta-migration|random|n5,spring-boot-jakarta-migration,random,5,5,10,0.5,1;2;4;6;9
spring-boot-jakarta-migration|hard|n5,spring-boot-jakarta-migration,hard,5,5,10,0.5,1;2;3;7;9
spring-boot-jakarta-migration|random|n10,spring-boot-jakarta-migration,random,10,5,15,0.3333333333333333,1;3;5;9;12
spring-boot-jakarta-migration|hard|n10,spring-boot-jakarta-migration,hard,10,5,15,0.3333333333333333,1;2;4;10;14
spring-boot-jakarta-migration|random|n20,spring-boot-jakarta-migration,random,20,5,25,0.2,2;4;7;14;18
spring-boot-jakarta-migration|hard|n20,spring-boot-jakarta-migration,hard,20,5,25,0.2,2;6;8;15;21
suricata-custom-exfil|shared|n0,suricata-custom-exfil,shared,0,3,3,1.0,1;2;3
suricata-custom-exfil|random|n2,suricata-custom-exfil,random,2,3,5,0.6,2;3;5
suricata-custom-exfil|hard|n2,suricata-custom-exfil,hard,2,3,5,0.6,1;2;4
suricata-custom-exfil|random|n5,suricata-custom-exfil,random,5,3,8,0.375,3;4;8
suricata-custom-exfil|hard|n5,suricata-custom-exfil,hard,5,3,8,0.375,3;4;7
suricata-custom-exfil|random|n10,suricata-custom-exfil,random,10,3,13,0.23076923076923078,4;5;12
suricata-custom-exfil|hard|n10,suricata-custom-exfil,hard,10,3,13,0.23076923076923078,6;7;12
suricata-custom-exfil|random|n20,suricata-custom-exfil,random,20,3,23,0.13043478260869565,5;6;18
suricata-custom-exfil|hard|n20,suricata-custom-exfil,hard,20,3,23,0.13043478260869565,12;13;22
syzkaller-ppdev-syzlang|shared|n0,syzkaller-ppdev-syzlang,shared,0,3,3,1.0,1;2;3
syzkaller-ppdev-syzlang|random|n2,syzkaller-ppdev-syzlang,random,2,3,5,0.6,1;2;5
syzkaller-ppdev-syzlang|hard|n2,syzkaller-ppdev-syzlang,hard,2,3,5,0.6,1;2;5
syzkaller-ppdev-syzlang|random|n5,syzkaller-ppdev-syzlang,random,5,3,8,0.375,1;3;7
syzkaller-ppdev-syzlang|hard|n5,syzkaller-ppdev-syzlang,hard,5,3,8,0.375,1;2;7
syzkaller-ppdev-syzlang|random|n10,syzkaller-ppdev-syzlang,random,10,3,13,0.23076923076923078,2;4;12
syzkaller-ppdev-syzlang|hard|n10,syzkaller-ppdev-syzlang,hard,10,3,13,0.23076923076923078,1;2;12
syzkaller-ppdev-syzlang|random|n20,syzkaller-ppdev-syzlang,random,20,3,23,0.13043478260869565,3;7;22
syzkaller-ppdev-syzlang|hard|n20,syzkaller-ppdev-syzlang,hard,20,3,23,0.13043478260869565,2;5;20
taxonomy-tree-merge|shared|n0,taxonomy-tree-merge,shared,0,1,1,1.0,1
taxonomy-tree-merge|random|n2,taxonomy-tree-merge,random,2,1,3,0.3333333333333333,3
taxonomy-tree-merge|hard|n2,taxonomy-tree-merge,hard,2,1,3,0.3333333333333333,3
taxonomy-tree-merge|random|n5,taxonomy-tree-merge,random,5,1,6,0.16666666666666666,5
taxonomy-tree-merge|hard|n5,taxonomy-tree-merge,hard,5,1,6,0.16666666666666666,5
taxonomy-tree-merge|random|n10,taxonomy-tree-merge,random,10,1,11,0.09090909090909091,10
taxonomy-tree-merge|hard|n10,taxonomy-tree-merge,hard,10,1,11,0.09090909090909091,9
taxonomy-tree-merge|random|n20,taxonomy-tree-merge,random,20,1,21,0.047619047619047616,19
taxonomy-tree-merge|hard|n20,taxonomy-tree-merge,hard,20,1,21,0.047619047619047616,19
threejs-structure-parser|shared|n0,threejs-structure-parser,shared,0,2,2,1.0,1;2
threejs-structure-parser|random|n2,threejs-structure-parser,random,2,2,4,0.5,3;4
threejs-structure-parser|hard|n2,threejs-structure-parser,hard,2,2,4,0.5,2;4
threejs-structure-parser|random|n5,threejs-structure-parser,random,5,2,7,0.2857142857142857,5;6
threejs-structure-parser|hard|n5,threejs-structure-parser,hard,5,2,7,0.2857142857142857,4;6
threejs-structure-parser|random|n10,threejs-structure-parser,random,10,2,12,0.16666666666666666,9;10
threejs-structure-parser|hard|n10,threejs-structure-parser,hard,10,2,12,0.16666666666666666,7;10
threejs-structure-parser|random|n20,threejs-structure-parser,random,20,2,22,0.09090909090909091,19;20
threejs-structure-parser|hard|n20,threejs-structure-parser,hard,20,2,22,0.09090909090909091,14;17
threejs-to-obj|shared|n0,threejs-to-obj,shared,0,2,2,1.0,1;2
threejs-to-obj|random|n2,threejs-to-obj,random,2,2,4,0.5,1;2
threejs-to-obj|hard|n2,threejs-to-obj,hard,2,2,4,0.5,2;3
threejs-to-obj|random|n5,threejs-to-obj,random,5,2,7,0.2857142857142857,2;3
threejs-to-obj|hard|n5,threejs-to-obj,hard,5,2,7,0.2857142857142857,3;4
threejs-to-obj|random|n10,threejs-to-obj,random,10,2,12,0.16666666666666666,2;4
threejs-to-obj|hard|n10,threejs-to-obj,hard,10,2,12,0.16666666666666666,5;6
threejs-to-obj|random|n20,threejs-to-obj,random,20,2,22,0.09090909090909091,5;10
threejs-to-obj|hard|n20,threejs-to-obj,hard,20,2,22,0.09090909090909091,6;9
travel-planning|shared|n0,travel-planning,shared,0,6,6,1.0,1;2;3;4;5;6
travel-planning|random|n2,travel-planning,random,2,6,8,0.75,1;2;3;4;5;6
travel-planning|hard|n2,travel-planning,hard,2,6,8,0.75,1;2;4;5;6;7
travel-planning|random|n5,travel-planning,random,5,6,11,0.5454545454545454,1;2;3;4;5;6
travel-planning|hard|n5,travel-planning,hard,5,6,11,0.5454545454545454,1;2;5;6;7;8
travel-planning|random|n10,travel-planning,random,10,6,16,0.375,1;2;5;6;7;8
travel-planning|hard|n10,travel-planning,hard,10,6,16,0.375,1;2;6;7;8;9
travel-planning|random|n20,travel-planning,random,20,6,26,0.23076923076923078,1;2;6;7;9;10
travel-planning|hard|n20,travel-planning,hard,20,6,26,0.23076923076923078,1;2;6;7;9;10
trend-anomaly-causal-inference|shared|n0,trend-anomaly-causal-inference,shared,0,4,4,1.0,1;2;3;4
trend-anomaly-causal-inference|random|n2,trend-anomaly-causal-inference,random,2,4,6,0.6666666666666666,1;2;3;5
trend-anomaly-causal-inference|hard|n2,trend-anomaly-causal-inference,hard,2,4,6,0.6666666666666666,1;2;3;5
trend-anomaly-causal-inference|random|n5,trend-anomaly-causal-inference,random,5,4,9,0.4444444444444444,1;2;3;7
trend-anomaly-causal-inference|hard|n5,trend-anomaly-causal-inference,hard,5,4,9,0.4444444444444444,1;3;4;7
trend-anomaly-causal-inference|random|n10,trend-anomaly-causal-inference,random,10,4,14,0.2857142857142857,1;2;5;11
trend-anomaly-causal-inference|hard|n10,trend-anomaly-causal-inference,hard,10,4,14,0.2857142857142857,1;3;6;11
trend-anomaly-causal-inference|random|n20,trend-anomaly-causal-inference,random,20,4,24,0.16666666666666666,2;4;9;19
trend-anomaly-causal-inference|hard|n20,trend-anomaly-causal-inference,hard,20,4,24,0.16666666666666666,1;5;8;18
video-filler-word-remover|shared|n0,video-filler-word-remover,shared,0,3,3,1.0,1;2;3
video-filler-word-remover|random|n2,video-filler-word-remover,random,2,3,5,0.6,2;3;4
video-filler-word-remover|hard|n2,video-filler-word-remover,hard,2,3,5,0.6,1;3;4
video-filler-word-remover|random|n5,video-filler-word-remover,random,5,3,8,0.375,2;4;6
video-filler-word-remover|hard|n5,video-filler-word-remover,hard,5,3,8,0.375,2;5;6
video-filler-word-remover|random|n10,video-filler-word-remover,random,10,3,13,0.23076923076923078,4;7;11
video-filler-word-remover|hard|n10,video-filler-word-remover,hard,10,3,13,0.23076923076923078,2;5;7
video-filler-word-remover|random|n20,video-filler-word-remover,random,20,3,23,0.13043478260869565,5;11;17
video-filler-word-remover|hard|n20,video-filler-word-remover,hard,20,3,23,0.13043478260869565,4;9;12
video-silence-remover|shared|n0,video-silence-remover,shared,0,7,7,1.0,1;2;3;4;5;6;7
video-silence-remover|random|n2,video-silence-remover,random,2,7,9,0.7777777777777778,1;3;4;5;7;8;9
video-silence-remover|hard|n2,video-silence-remover,hard,2,7,9,0.7777777777777778,1;2;3;4;7;8;9
video-silence-remover|random|n5,video-silence-remover,random,5,7,12,0.5833333333333334,1;3;4;5;8;10;12
video-silence-remover|hard|n5,video-silence-remover,hard,5,7,12,0.5833333333333334,1;2;3;4;8;11;12
video-silence-remover|random|n10,video-silence-remover,random,10,7,17,0.4117647058823529,2;4;5;6;12;15;17
video-silence-remover|hard|n10,video-silence-remover,hard,10,7,17,0.4117647058823529,1;3;5;6;11;16;17
video-silence-remover|random|n20,video-silence-remover,random,20,7,27,0.25925925925925924,4;7;9;10;22;25;27
video-silence-remover|hard|n20,video-silence-remover,hard,20,7,27,0.25925925925925924,2;7;9;10;18;25;26
video-tutorial-indexer|shared|n0,video-tutorial-indexer,shared,0,1,1,1.0,1
video-tutorial-indexer|random|n2,video-tutorial-indexer,random,2,1,3,0.3333333333333333,3
video-tutorial-indexer|hard|n2,video-tutorial-indexer,hard,2,1,3,0.3333333333333333,3
video-tutorial-indexer|random|n5,video-tutorial-indexer,random,5,1,6,0.16666666666666666,6
video-tutorial-indexer|hard|n5,video-tutorial-indexer,hard,5,1,6,0.16666666666666666,6
video-tutorial-indexer|random|n10,video-tutorial-indexer,random,10,1,11,0.09090909090909091,10
video-tutorial-indexer|hard|n10,video-tutorial-indexer,hard,10,1,11,0.09090909090909091,9
video-tutorial-indexer|random|n20,video-tutorial-indexer,random,20,1,21,0.047619047619047616,20
video-tutorial-indexer|hard|n20,video-tutorial-indexer,hard,20,1,21,0.047619047619047616,19
virtualhome-agent-planning|shared|n0,virtualhome-agent-planning,shared,0,1,1,1.0,1
virtualhome-agent-planning|random|n2,virtualhome-agent-planning,random,2,1,3,0.3333333333333333,2
virtualhome-agent-planning|hard|n2,virtualhome-agent-planning,hard,2,1,3,0.3333333333333333,3
virtualhome-agent-planning|random|n5,virtualhome-agent-planning,random,5,1,6,0.16666666666666666,5
virtualhome-agent-planning|hard|n5,virtualhome-agent-planning,hard,5,1,6,0.16666666666666666,5
virtualhome-agent-planning|random|n10,virtualhome-agent-planning,random,10,1,11,0.09090909090909091,9
virtualhome-agent-planning|hard|n10,virtualhome-agent-planning,hard,10,1,11,0.09090909090909091,8
virtualhome-agent-planning|random|n20,virtualhome-agent-planning,random,20,1,21,0.047619047619047616,16
virtualhome-agent-planning|hard|n20,virtualhome-agent-planning,hard,20,1,21,0.047619047619047616,17
weighted-gdp-calc|shared|n0,weighted-gdp-calc,shared,0,1,1,1.0,1
weighted-gdp-calc|random|n2,weighted-gdp-calc,random,2,1,3,0.3333333333333333,3
weighted-gdp-calc|hard|n2,weighted-gdp-calc,hard,2,1,3,0.3333333333333333,3
weighted-gdp-calc|random|n5,weighted-gdp-calc,random,5,1,6,0.16666666666666666,6
weighted-gdp-calc|hard|n5,weighted-gdp-calc,hard,5,1,6,0.16666666666666666,6
weighted-gdp-calc|random|n10,weighted-gdp-calc,random,10,1,11,0.09090909090909091,11
weighted-gdp-calc|hard|n10,weighted-gdp-calc,hard,10,1,11,0.09090909090909091,11
weighted-gdp-calc|random|n20,weighted-gdp-calc,random,20,1,21,0.047619047619047616,21
weighted-gdp-calc|hard|n20,weighted-gdp-calc,hard,20,1,21,0.047619047619047616,20
xlsx-recover-data|shared|n0,xlsx-recover-data,shared,0,2,2,1.0,1;2
xlsx-recover-data|random|n2,xlsx-recover-data,random,2,2,4,0.5,2;4
xlsx-recover-data|hard|n2,xlsx-recover-data,hard,2,2,4,0.5,2;3
xlsx-recover-data|random|n5,xlsx-recover-data,random,5,2,7,0.2857142857142857,3;5
xlsx-recover-data|hard|n5,xlsx-recover-data,hard,5,2,7,0.2857142857142857,3;4
xlsx-recover-data|random|n10,xlsx-recover-data,random,10,2,12,0.16666666666666666,3;5
xlsx-recover-data|hard|n10,xlsx-recover-data,hard,10,2,12,0.16666666666666666,5;6
xlsx-recover-data|random|n20,xlsx-recover-data,random,20,2,22,0.09090909090909091,5;7
xlsx-recover-data|hard|n20,xlsx-recover-data,hard,20,2,22,0.09090909090909091,9;10
