task,pool_size,actual_pool_size,repeat,gold_count,returned_count,positive_score_count,top1_accuracy,hit@3,hit@5,hit@10,recall@3,recall@5,recall@10,mrr@10,ndcg@10,first_gold_rank@10
video-filler-word-remover,1000,1000,7,3,10,33,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9060254355346823,1
video-silence-remover,1000,1000,7,7,10,90,1.0,1.0,1.0,1.0,0.2857142857142857,0.5714285714285714,0.5714285714285714,1.0,0.6730234638881232,1
video-tutorial-indexer,1000,1000,7,1,10,370,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,1000,1000,7,1,10,53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,1000,1000,7,1,10,9,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
xlsx-recover-data,1000,1000,7,2,10,107,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.5,3
3d-scan-calc,1000,1000,8,1,10,95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,1000,1000,8,5,10,70,1.0,1.0,1.0,1.0,0.4,0.6,0.8,1.0,0.8200261225503443,1
azure-bgp-oscillation-route-leak,1000,1000,8,1,10,124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,1000,1000,8,1,10,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,1000,1000,8,4,10,81,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
court-form-filling,1000,1000,8,1,10,58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
crystallographic-wyckoff-position-analysis,1000,1000,8,2,10,95,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
dapt-intrusion-detection,1000,1000,8,2,10,103,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8065735963827293,1
data-to-d3,1000,1000,8,1,10,144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,1000,1000,8,1,10,374,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,1000,1000,8,4,10,29,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9550236580992476,1
earthquake-phase-association,1000,1000,8,4,10,3,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,1000,1000,8,1,10,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,1000,1000,8,1,10,12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1111111111111111,0.3010299956639812,9
energy-ac-optimal-power-flow,1000,1000,8,3,10,96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-market-pricing,1000,1000,8,4,10,34,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,1000,1000,8,1,10,102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,1000,1000,8,2,10,55,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
exoplanet-detection-period,1000,1000,8,5,10,75,1.0,1.0,1.0,1.0,0.4,0.8,0.8,1.0,0.830419897363192,1
financial-modeling-qa,1000,1000,8,2,10,85,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.14285714285714285,0.20438239758848611,7
find-topk-similiar-chemicals,1000,1000,8,3,10,48,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,1000,1000,8,4,10,160,0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.2,0.2741708125981702,5
fix-build-google-auto,1000,1000,8,3,10,127,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.86034433104172,1
fix-druid-loophole-cve,1000,1000,8,2,10,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,1000,1000,8,6,10,43,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.6666666666666666,1.0,0.7183750273402228,1
fix-visual-stability,1000,1000,8,3,10,103,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
flink-query,1000,1000,8,2,10,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,1000,1000,8,3,10,129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,1000,1000,8,1,10,171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,1000,1000,8,3,10,36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,1000,1000,8,2,10,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,1000,1000,8,3,10,71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,1000,1000,8,5,10,34,1.0,1.0,1.0,1.0,0.2,0.2,0.4,1.0,0.4371994911049732,1
invoice-fraud-detection,1000,1000,8,3,10,38,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6257049680303419,1
jax-computing-basics,1000,1000,8,1,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,1000,1000,8,5,10,45,1.0,1.0,1.0,1.0,0.2,0.2,0.4,1.0,0.4371994911049732,1
lab-unit-harmonization,1000,1000,8,1,10,87,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,1000,1000,8,4,10,86,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.5,0.24630238874073,2
latex-formula-extraction,1000,1000,8,2,10,36,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5802792108518124,2
lean4-proof,1000,1000,8,2,10,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,1000,1000,8,1,10,68,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
manufacturing-equipment-maintenance,1000,1000,8,2,10,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-fjsp-optimization,1000,1000,8,1,10,49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
mario-coin-counting,1000,1000,8,3,10,36,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23463936301137822,3
mars-clouds-clustering,1000,1000,8,3,10,37,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,1000,1000,8,3,10,23,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
multilingual-video-dubbing,1000,1000,8,6,10,327,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.8333333333333334,0.25,0.5311859774054809,4
offer-letter-generator,1000,1000,8,1,10,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,1000,1000,8,5,10,62,0.0,0.0,1.0,1.0,0.0,0.4,0.4,0.25,0.27727342735504823,4
paper-anonymizer,1000,1000,8,2,10,23,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
parallel-tfidf-search,1000,1000,8,3,10,65,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
pddl-tpp-planning,1000,1000,8,1,10,67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,1000,1000,8,2,10,28,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.14285714285714285,0.20438239758848611,7
pedestrian-traffic-counting,1000,1000,8,4,10,59,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
pg-essay-to-audiobook,1000,1000,8,4,10,353,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.9558295932317544,1
powerlifting-coef-calc,1000,1000,8,3,10,10,0.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.49818925746641285,2
pptx-reference-formatting,1000,1000,8,1,10,93,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
protein-expression-analysis,1000,1000,8,1,10,19,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
python-scala-translation,1000,1000,8,6,10,63,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,1000,1000,8,1,10,16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,1000,1000,8,4,10,123,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,1000,1000,8,2,10,116,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.1111111111111111,0.18457569677956817,9
reserves-at-risk-calc,1000,1000,8,1,10,137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,1000,1000,8,2,10,116,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
scheduling-email-assistant,1000,1000,8,2,10,129,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8175295903539445,1
sec-financial-report,1000,1000,8,2,10,196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,1000,1000,8,4,10,58,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.8048099750039491,1
setup-fuzzing-py,1000,1000,8,3,10,41,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
shock-analysis-demand,1000,1000,8,1,10,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,1000,1000,8,1,10,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,1000,1000,8,2,10,50,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,1000,1000,8,3,10,104,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
speaker-diarization-subtitles,1000,1000,8,4,10,366,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
spring-boot-jakarta-migration,1000,1000,8,5,10,34,1.0,1.0,1.0,1.0,0.4,0.4,0.8,1.0,0.7719970585389948,1
suricata-custom-exfil,1000,1000,8,3,10,87,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
syzkaller-ppdev-syzlang,1000,1000,8,3,10,32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,1000,1000,8,1,10,66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,1000,1000,8,2,10,65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,1000,1000,8,2,10,327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
travel-planning,1000,1000,8,6,10,107,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.45390362024822023,1
trend-anomaly-causal-inference,1000,1000,8,4,10,94,1.0,1.0,1.0,1.0,0.5,0.75,1.0,1.0,0.8927537907700456,1
video-filler-word-remover,1000,1000,8,3,10,31,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
video-silence-remover,1000,1000,8,7,10,106,1.0,1.0,1.0,1.0,0.2857142857142857,0.42857142857142855,0.5714285714285714,1.0,0.6525535962827281,1
video-tutorial-indexer,1000,1000,8,1,10,341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,1000,1000,8,1,10,62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,1000,1000,8,1,10,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,1000,1000,8,2,10,131,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8175295903539445,1
3d-scan-calc,1000,1000,9,1,10,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,1000,1000,9,5,10,77,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
azure-bgp-oscillation-route-leak,1000,1000,9,1,10,115,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
citation-check,1000,1000,9,1,10,24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,1000,1000,9,4,10,85,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.75369761125927,1
court-form-filling,1000,1000,9,1,10,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
crystallographic-wyckoff-position-analysis,1000,1000,9,2,10,94,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.3333333333333333,0.3065735963827292,3
dapt-intrusion-detection,1000,1000,9,2,10,72,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
data-to-d3,1000,1000,9,1,10,139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,1000,1000,9,1,10,349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,1000,1000,9,4,10,32,1.0,1.0,1.0,1.0,0.5,0.75,1.0,1.0,0.8927537907700456,1
earthquake-phase-association,1000,1000,9,4,10,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,1000,1000,9,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,1000,1000,9,1,10,6,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,0.38685280723454163,5
energy-ac-optimal-power-flow,1000,1000,9,3,10,106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-market-pricing,1000,1000,9,4,10,29,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,1000,1000,9,1,10,98,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
exceltable-in-ppt,1000,1000,9,2,10,53,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
exoplanet-detection-period,1000,1000,9,5,10,86,1.0,1.0,1.0,1.0,0.4,0.6,0.8,1.0,0.7529987871806381,1
financial-modeling-qa,1000,1000,9,2,10,76,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
find-topk-similiar-chemicals,1000,1000,9,3,10,36,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,1000,1000,9,4,10,150,0.0,0.0,1.0,1.0,0.0,0.25,0.25,0.25,0.16812753627111746,4
fix-build-google-auto,1000,1000,9,3,10,118,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9325210919548239,1
fix-druid-loophole-cve,1000,1000,9,2,10,101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,1000,1000,9,6,10,44,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.7021799053685304,1
fix-visual-stability,1000,1000,9,3,10,104,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
flink-query,1000,1000,9,2,10,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,1000,1000,9,3,10,121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,1000,1000,9,1,10,190,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,1000,1000,9,3,10,33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,1000,1000,9,2,10,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,1000,1000,9,3,10,65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
hvac-control,1000,1000,9,5,10,22,1.0,1.0,1.0,1.0,0.2,0.2,0.6,1.0,0.5592067393987519,1
invoice-fraud-detection,1000,1000,9,3,10,42,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6049306994552042,1
jax-computing-basics,1000,1000,9,1,10,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
jpg-ocr-stat,1000,1000,9,5,10,41,0.0,1.0,1.0,1.0,0.2,0.2,0.4,0.5,0.3120255505658846,2
lab-unit-harmonization,1000,1000,9,1,10,119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,1000,1000,9,4,10,97,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.3333333333333333,0.19519002499605084,3
latex-formula-extraction,1000,1000,9,2,10,34,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
lean4-proof,1000,1000,9,2,10,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-codebook-normalization,1000,1000,9,1,10,75,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
manufacturing-equipment-maintenance,1000,1000,9,2,10,172,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.1111111111111111,0.18457569677956817,9
manufacturing-fjsp-optimization,1000,1000,9,1,10,62,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
mario-coin-counting,1000,1000,9,3,10,43,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.2,0.18154179253735267,5
mars-clouds-clustering,1000,1000,9,3,10,47,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
mhc-layer-impl,1000,1000,9,3,10,29,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
multilingual-video-dubbing,1000,1000,9,6,10,323,0.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.5,0.6904759031429468,2
offer-letter-generator,1000,1000,9,1,10,62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,1000,1000,9,5,10,63,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.16666666666666666,0.23386470445736623,6
paper-anonymizer,1000,1000,9,2,10,17,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
parallel-tfidf-search,1000,1000,9,3,10,51,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
pddl-tpp-planning,1000,1000,9,1,10,52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,1000,1000,9,2,10,30,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419,6
pedestrian-traffic-counting,1000,1000,9,4,10,67,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.7365896932159578,1
pg-essay-to-audiobook,1000,1000,9,4,10,328,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.9047172294870751,1
powerlifting-coef-calc,1000,1000,9,3,10,6,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.6713860725233041,1
pptx-reference-formatting,1000,1000,9,1,10,86,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
protein-expression-analysis,1000,1000,9,1,10,15,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
python-scala-translation,1000,1000,9,6,10,67,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,1000,1000,9,1,10,11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
r2r-mpc-control,1000,1000,9,4,10,92,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
react-performance-debugging,1000,1000,9,2,10,110,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
reserves-at-risk-calc,1000,1000,9,1,10,123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,1000,1000,9,2,10,107,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
scheduling-email-assistant,1000,1000,9,2,10,130,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5912352048230277,2
sec-financial-report,1000,1000,9,2,10,195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
seismic-phase-picking,1000,1000,9,4,10,54,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,1000,1000,9,3,10,46,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
shock-analysis-demand,1000,1000,9,1,10,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,1000,1000,9,1,10,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,1000,1000,9,2,10,54,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,1000,1000,9,3,10,122,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
speaker-diarization-subtitles,1000,1000,9,4,10,336,0.0,1.0,1.0,1.0,0.5,0.75,0.75,0.5,0.6096199500078984,2
spring-boot-jakarta-migration,1000,1000,9,5,10,33,1.0,1.0,1.0,1.0,0.4,0.4,0.6,1.0,0.6661998717660157,1
suricata-custom-exfil,1000,1000,9,3,10,82,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
syzkaller-ppdev-syzlang,1000,1000,9,3,10,33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,1000,1000,9,1,10,58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,1000,1000,9,2,10,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,1000,1000,9,2,10,347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
travel-planning,1000,1000,9,6,10,113,1.0,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.43292617940918415,1
trend-anomaly-causal-inference,1000,1000,9,4,10,110,0.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.6980646980039836,2
video-filler-word-remover,1000,1000,9,3,10,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
video-silence-remover,1000,1000,9,7,10,109,1.0,1.0,1.0,1.0,0.42857142857142855,0.5714285714285714,0.7142857142857143,1.0,0.7835820287478061,1
video-tutorial-indexer,1000,1000,9,1,10,331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,1000,1000,9,1,10,60,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,1000,1000,9,1,10,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
xlsx-recover-data,1000,1000,9,2,10,131,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.6240505200038379,2
3d-scan-calc,1000,1000,10,1,10,96,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,1000,1000,10,5,10,53,1.0,1.0,1.0,1.0,0.6,0.8,0.8,1.0,0.8687949224876582,1
azure-bgp-oscillation-route-leak,1000,1000,10,1,10,108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,1000,1000,10,1,10,26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,1000,1000,10,4,10,91,1.0,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.787702056960637,1
court-form-filling,1000,1000,10,1,10,57,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
crystallographic-wyckoff-position-analysis,1000,1000,10,2,10,111,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
dapt-intrusion-detection,1000,1000,10,2,10,68,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.8065735963827293,1
data-to-d3,1000,1000,10,1,10,124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,1000,1000,10,1,10,375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,1000,1000,10,4,10,45,1.0,1.0,1.0,1.0,0.5,0.75,1.0,1.0,0.8927537907700456,1
earthquake-phase-association,1000,1000,10,4,10,3,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,1000,1000,10,1,10,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,1000,1000,10,1,10,7,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,0.38685280723454163,5
energy-ac-optimal-power-flow,1000,1000,10,3,10,98,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.9674679834891693,1
energy-market-pricing,1000,1000,10,4,10,29,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
enterprise-information-search,1000,1000,10,1,10,100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,1000,1000,10,2,10,45,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
exoplanet-detection-period,1000,1000,10,5,10,66,1.0,1.0,1.0,1.0,0.4,0.8,0.8,1.0,0.830419897363192,1
financial-modeling-qa,1000,1000,10,2,10,83,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.1,0.17723928678404774,10
find-topk-similiar-chemicals,1000,1000,10,3,10,40,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
fix-build-agentops,1000,1000,10,4,10,132,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.3333333333333333,0.19519002499605084,3
